Date,AlphaCore_net_rolling_CAGR,AlphaCore_net_rolling_volatility,AlphaCore_net_rolling_Sharpe,AlphaCore_net_rolling_max_drawdown,AlphaCore_net_rolling_beta_vs_SPY,SPY_rolling_CAGR,SPY_rolling_volatility,SPY_rolling_Sharpe,SPY_rolling_max_drawdown
2009-09-30,0.09242782401457705,0.09038219317269867,1.0252756606173732,-0.07586232679564309,0.1381943216958589,-0.05508915128722425,0.19574531561541123,-0.19014576118861196,-0.5078482192613466
2009-10-31,0.08646936953775608,0.09109180567517909,0.9574888841163381,-0.07586232679564331,0.14325151510187953,-0.07084434564973285,0.19485874792671207,-0.2778125569664426,-0.5078482192613465
2009-11-30,0.10691202002479794,0.09651238998005103,1.1033194721562398,-0.07586232679564342,0.17049489008618637,-0.05834327804748962,0.19811139981386858,-0.20305241398808838,-0.5078482192613467
2009-12-31,0.10976602355968668,0.09638984265065331,1.1315580578616662,-0.07586232679564331,0.17126056052677574,-0.05657196840800449,0.19830473759973552,-0.19322383622270375,-0.5078482192613466
2010-01-31,0.09434382887455195,0.10033463182950193,0.9502586562309023,-0.0758623267956432,0.18487637142717742,-0.07276766961730818,0.19890296992137393,-0.27875322545252246,-0.5078482192613465
2010-02-28,0.1099464383151747,0.10030149347486783,1.0928672801762842,-0.07586232679564309,0.18678101626998123,-0.057017351524585314,0.19975106677327245,-0.1927760536844903,-0.5078482192613465
2010-03-31,0.12948476849091195,0.10440752528103037,1.2224235125977134,-0.07586232679564353,0.20757134129810575,-0.041943774947377666,0.20300367563690472,-0.10875228635163994,-0.5078482192613467
2010-04-30,0.12352694225316463,0.10342050910808939,1.1814829211883615,-0.07586232679564309,0.2019250334971587,-0.05084115435402903,0.20143373990359725,-0.1573003646225577,-0.5078482192613465
2010-05-31,0.09285907108819424,0.1105113262623704,0.8599171098991742,-0.0758623267956432,0.23244606942308782,-0.0868859994465685,0.20498246740094742,-0.3389418071183224,-0.5078482192613467
2010-06-30,0.08206803288102349,0.11259006056672435,0.7572833093941251,-0.08728057229447417,0.2419244147389324,-0.09849905348053334,0.20664439564634285,-0.39609370658312587,-0.5078482192613465
2010-07-31,0.08034106304213129,0.11289204407196535,0.7413067745100916,-0.10219410642545634,0.2159409595925708,-0.06860107102214208,0.21056262760504135,-0.23103349568571924,-0.5078482192613467
2010-08-31,0.07344092088055576,0.11297428296016328,0.6837517521280259,-0.10610687676065977,0.21607669399935933,-0.0866710131246552,0.21161590853152643,-0.32094984480045924,-0.5078482192613466
2010-09-30,0.05556802440577102,0.11078015349836193,0.5427822923464101,-0.11147795918900627,0.18442256420068528,-0.07200651570962224,0.21723224954424944,-0.2346391580729103,-0.5078482192613466
2010-10-31,0.04798922132444772,0.10879093779495184,0.48427461112691,-0.11147795918900616,0.18274437998926005,-0.06454807873339197,0.21838747413748913,-0.19579576120311065,-0.48801799545814717
2010-11-30,0.058140590306051676,0.10687603295663294,0.5816641069763011,-0.11147795918900594,0.17510080774867026,-0.05214912249865211,0.21739155703746346,-0.13730333600948044,-0.4821869794097061
2010-12-31,0.06873904957365173,0.10823061705599396,0.6682607241712248,-0.11147795918900594,0.18338885669417526,-0.027818086839379697,0.2209593638425538,-0.017246944228762315,-0.46322432741769437
2011-01-31,0.06214423716764861,0.10743497718562908,0.6145032786451524,-0.11147795918900616,0.19828068152223968,0.00025391954545317397,0.2184199229331416,0.11038125461627761,-0.4632243274176945
2011-02-28,0.06652792752724213,0.10825816548111986,0.6488684574817187,-0.11147795918900605,0.20702991640831375,0.020572542700576513,0.21857172862501112,0.2026917105004295,-0.4632243274176945
2011-03-31,0.06418501463364246,0.10831199430906263,0.6281770716936455,-0.11147795918900627,0.20747579805916613,0.023674008514648515,0.218454716016251,0.2166289276920387,-0.46322432741769437
2011-04-30,0.07793082548090813,0.10944830911552682,0.7407126577209567,-0.11147795918900616,0.21798920715907188,0.017546523357058197,0.21743600356291395,0.18897514583113964,-0.4632243274176945
2011-05-31,0.0723931754285223,0.11001357749772832,0.6903351390580987,-0.11147795918900583,0.22026701814637986,0.008671199166486065,0.21748197548383483,0.14857724469135652,-0.4179552957653885
2011-06-30,0.0550896237940901,0.11030401332471905,0.5405201134048413,-0.11147795918900616,0.25155839741419195,0.03257395425307319,0.21174417052324596,0.25761423846258397,-0.4179552957653886
2011-07-31,0.06073165406938674,0.10972876385088354,0.5916440203305877,-0.11147795918900616,0.24944685205621733,0.028732667923921262,0.21208089452126905,0.23988643818656016,-0.4179552957653886
2011-08-31,0.05984344953403897,0.10980382157340034,0.5836427729646493,-0.11147795918900627,0.2488887359473735,0.004377296104860484,0.21468617354240482,0.1276236207819356,-0.35744327006149224
2011-09-30,0.06023820690642179,0.10975032263213119,0.587286031080263,-0.11147795918900594,0.25321469803254837,0.013443860033958588,0.21132245782085987,0.16869953594412238,-0.230299022988818
2011-10-31,0.058520137360069,0.10997081949771755,0.5714991979616162,-0.11147795918900616,0.2620417366246877,0.11412245539228527,0.19521950124173998,0.6510340263719903,-0.18074014889963486
2011-11-30,0.060230816771664974,0.11008702608815965,0.5857536021271081,-0.11147795918900605,0.28037144114515594,0.13969314737031313,0.1895737728388942,0.7856689885029812,-0.18074014889963474
2011-12-31,0.03205314207545307,0.09983760251312622,0.36503873666795633,-0.11147795918900605,0.2824561012212663,0.13993836947558846,0.1895710625894074,0.7868265965041104,-0.16221298207440038
2012-01-31,0.06049878569258427,0.09042812214319654,0.694861237619846,-0.11147795918900616,0.23639155752561689,0.19082392720422936,0.18196247967732654,1.0551029850665488,-0.16221298207440027
2012-02-29,0.06733146896714004,0.09055967656201412,0.7652840501904437,-0.11147795918900594,0.2716478956847759,0.25445249372145184,0.16711128296412092,1.4497759786599482,-0.16221298207440027
2012-03-31,0.06667915615354647,0.09046820518631228,0.7591740119462941,-0.11147795918900605,0.2759109637626142,0.23439093898951335,0.16304716409912473,1.3813481387969369,-0.16221298207440016
2012-04-30,0.07590289670005701,0.08877032345601969,0.869584720620915,-0.11147795918900616,0.3359146702528949,0.1933601510286862,0.156439198722194,1.2137887546023316,-0.16221298207440038
2012-05-31,0.0626663125207283,0.0910387458043313,0.7133522403423895,-0.11147795918900594,0.3529436783843623,0.14704834980991777,0.16028236683754118,0.9382270600594528,-0.16221298207440038
2012-06-30,0.07697439863488031,0.09189298000399082,0.8539323549231447,-0.11147795918900627,0.35705325168984836,0.16261305972124962,0.1608861941195003,1.0201407523572725,-0.16221298207440038
2012-07-31,0.07094873041355787,0.09051981915437834,0.80320488088341,-0.11147795918900594,0.35023663453865933,0.13951820309046337,0.15676485671203158,0.9134775121974369,-0.16221298207440038
2012-08-31,0.07492039038939113,0.09071671796379772,0.8427087489474181,-0.11147795918900594,0.3547415159241517,0.13514694864718768,0.15626415002712207,0.8910466782861938,-0.16221298207440027
2012-09-30,0.062206951517887354,0.08805873267234769,0.7296954883754434,-0.11147795918900594,0.344176029101088,0.13144206214445098,0.1558436163746416,0.8718364928372556,-0.16221298207440038
2012-10-31,0.05949138610911375,0.08868018024704089,0.6961768229606153,-0.11147795918900605,0.34737694140362485,0.13183669322457492,0.15577573645154216,0.8744131461709864,-0.16221298207440027
2012-11-30,0.04105928653639723,0.08189024599910331,0.5320555850776689,-0.11147795918900616,0.31666747223467145,0.1115940368361159,0.1529098874876516,0.768840312384793,-0.16221298207440027
2012-12-31,0.04158324403100422,0.08192549997130277,0.5380247677191546,-0.11147795918900616,0.3163521109392481,0.10788549510244883,0.15281043848701933,0.7471652914910764,-0.16221298207440027
2013-01-31,0.0640100327564852,0.07856295657570575,0.8299862839547785,-0.11147795918900605,0.2998661482040585,0.14046265058125873,0.15215971266183342,0.9421167001540209,-0.16221298207440027
2013-02-28,0.05575640667946402,0.07723072606195697,0.7416779395493773,-0.11147795918900605,0.29442232016531666,0.1336250988184038,0.1517317651559693,0.9042717658086974,-0.16221298207440038
2013-03-31,0.04405923499865194,0.07113218370704681,0.6420481270171661,-0.11147795918900616,0.2686492109129899,0.12540602928329792,0.14973558960229058,0.8653302703342095,-0.16221298207440027
2013-04-30,0.047039701488523766,0.0720152381608193,0.674746634679045,-0.05766013575155371,0.27052179690521405,0.12678671116509155,0.14979119988065562,0.8733361932873629,-0.16221298207440016
2013-05-31,0.06769346115378116,0.06174288648058726,1.0936623578725693,-0.05766013575155371,0.20616603570491482,0.16735982549587436,0.13997313115305512,1.1800320476580117,-0.16221298207440027
2013-06-30,0.07300187450037443,0.05937423470814755,1.21890391816002,-0.0576601357515536,0.18666205970535943,0.1829081219327513,0.13549611288544447,1.3134826620284323,-0.16221298207440038
2013-07-31,0.09269531148682053,0.060773250812252474,1.4933965573646248,-0.05766013575155382,0.23876771123667337,0.1767402483476299,0.13357320360558422,1.2909063529870206,-0.16221298207440027
2013-08-31,0.08596122047687516,0.06288486222390606,1.3462752454151656,-0.05766013575155371,0.25883898515375736,0.18286414595700484,0.13155501431324132,1.348686287210626,-0.16221298207440016
2013-09-30,0.10268483556539887,0.0652812565483617,1.534966903402646,-0.0576601357515536,0.32572898071351003,0.16152567673876073,0.1243203225283072,1.271905392707861,-0.1622129820744005
2013-10-31,0.10711076410719089,0.06654797920632864,1.5676410652660235,-0.05766013575155382,0.3337359842780131,0.1645403810408661,0.1249660738456685,1.2869517745817207,-0.16221298207440016
2013-11-30,0.11448169237658878,0.06643343078427186,1.6710119212266072,-0.05766013575155382,0.3330226633531446,0.17593318863986496,0.12504776133631215,1.3651138041031372,-0.16221298207440016
2013-12-31,0.1079819517992564,0.06485552137899318,1.6191564901046596,-0.05766013575155382,0.3240810842863525,0.16069996071154957,0.12131924625773527,1.2946215001373718,-0.16221298207440027
2014-01-31,0.0921716660174603,0.06919901438704197,1.3123077460737516,-0.05766013575155382,0.35186040948397435,0.13812729317305372,0.12430218580378292,1.106548739008874,-0.16221298207440005
2014-02-28,0.0950620610575732,0.07036471240739582,1.329501030582382,-0.0576601357515536,0.3590675185432928,0.14206560952991887,0.12514708388325207,1.1277880214771885,-0.16221298207440016
2014-03-31,0.09407670120426892,0.07048579594687365,1.3144641301029603,-0.05766013575155371,0.3588544467322603,0.14516887078637764,0.12497524745186511,1.1511426356852228,-0.16221298207440027
2014-04-30,0.08506607589165105,0.06861794633345412,1.2270414455055147,-0.0453324408376109,0.350266881670797,0.13694495972683907,0.12459586724033954,1.0957658491143107,-0.152710988171735
2014-05-31,0.09858556477975622,0.06828685198968427,1.4153477942079686,-0.03307362411545267,0.34718020749808276,0.14998759213654833,0.12403962255339247,1.193179340154036,-0.13817221673823532
2014-06-30,0.11213089016705236,0.06623592449451683,1.6437174809946007,-0.03307362411545245,0.3351922332309655,0.1644323817360378,0.12289715104044198,1.3060205271586758,-0.12057990351284897
2014-07-31,0.1099461858741666,0.06655260765456408,1.6063920714706228,-0.03307362411545256,0.34074377626982333,0.16702752655460817,0.1223428541293229,1.3298297552582659,-0.06942090472768303
2014-08-31,0.12413379391326362,0.06742033970403741,1.7766891629101662,-0.03307362411545267,0.36605251565282987,0.20467483673521025,0.11620063614858644,1.6710310328593665,-0.06633040901651432
2014-09-30,0.11711126244945547,0.07004542766985712,1.6223235861815961,-0.03307362411545267,0.4231949547167837,0.22821471053357945,0.10615490886625681,2.003830350431041,-0.06633040901651432
2014-10-31,0.1376974780864504,0.07161214165681462,1.8458502780349406,-0.03307362411545256,0.6648824499980934,0.1957701195156636,0.09135209127263837,2.0162022480909765,-0.06633040901651432
2014-11-30,0.1395285784397433,0.07177020348407381,1.8645916529115516,-0.03307362411545267,0.6799724491928291,0.2082602744680948,0.09086760727793895,2.1426355488942384,-0.06633040901651432
2014-12-31,0.14184992964356513,0.07151454968352607,1.8997849387637884,-0.03307362411545245,0.672835769727367,0.20306244713181143,0.09145792625973218,2.081481487399766,-0.06633040901651432
2015-01-31,0.14615717234475145,0.07178947370278436,1.9458195013952873,-0.03307362411545256,0.6289954664728341,0.17319904145614906,0.09327356497316107,1.7693482866241947,-0.06633040901651421
2015-02-28,0.14342271826964015,0.07172606390602451,1.9137928696054136,-0.03307362411545267,0.5980093440379896,0.1779765962051021,0.09494633386294762,1.783109938677195,-0.0663304090165141
2015-03-31,0.13378574677165123,0.07246658366492731,1.7768634143083861,-0.03307362411545256,0.6027361712186161,0.15947699026689555,0.0958434410987711,1.5999353031901213,-0.06005529148860944
2015-04-30,0.13235672211898053,0.07266495858885974,1.754663649476009,-0.03307362411545256,0.6060449211053909,0.16586555450899065,0.09516604720561611,1.6691520144011254,-0.03524835992757214
2015-05-31,0.14285052375136176,0.06923862757128296,1.972714767775584,-0.03307362411545256,0.6259813095619554,0.19526328416917704,0.08464183583723638,2.163827187503345,-0.03524835992757214
2015-06-30,0.12199493451396504,0.07099159329851425,1.663563817126273,-0.03475608113457773,0.6402041939149407,0.1714782110459261,0.0856916032411209,1.900450490779043,-0.03524835992757214
2015-07-31,0.1212595675910122,0.07091458794433311,1.6559606575310628,-0.03475608113457784,0.6416280972398575,0.1756160821996724,0.08584167643295075,1.9389096156374512,-0.03524835992757214
2015-08-31,0.09479040877788592,0.07971413953777334,1.1791945928321634,-0.07140241577085626,0.6841477582381014,0.1417728636870259,0.09578519127411605,1.4383407526223426,-0.06095006526588698
2015-09-30,0.0931303984296794,0.07978359347983743,1.1590681878438227,-0.07140241577085604,0.6652608766470021,0.12257076704436232,0.09774199563292817,1.236070378341274,-0.08491095360346457
2015-10-31,0.0985815916346835,0.07848951531814954,1.2407702372738096,-0.07423055232976628,0.5176315064567933,0.16062082422454815,0.10538577642233458,1.4730199165869364,-0.08491095360346446
2015-11-30,0.0953572086325194,0.078655216055698,1.200648077321821,-0.07489998550135757,0.5196207684228965,0.1598491504056696,0.10543957252847658,1.4659311021589356,-0.08491095360346446
2015-12-31,0.0911731103530442,0.07883251963386617,1.1491973804716498,-0.07636811377151875,0.5145244788161702,0.1497148378596862,0.10685293669607376,1.364756831253104,-0.08491095360346435
2016-01-31,0.06842248634771719,0.08261632367603657,0.8435326251440701,-0.11228252806110717,0.5434084901161149,0.11165503439060154,0.11006042833903518,1.0191604645336985,-0.08491095360346446
2016-02-29,0.06934899093874414,0.08263165234253596,0.8539420987377806,-0.11228252806110739,0.541300582602504,0.10666210102580176,0.1101954495813627,0.9768179241740668,-0.08491095360346446
2016-03-31,0.059686616972564055,0.0820014526656401,0.7486037773838862,-0.11228252806110706,0.47804058928432897,0.1169769011374,0.11406875761440262,1.0292555486346864,-0.08491095360346446
2016-04-30,0.04822636004965952,0.08086556074203838,0.62294100452822,-0.11228252806110717,0.47377370927914003,0.11137015886888912,0.11397670296591472,0.985425366140717,-0.08491095360346446
2016-05-31,0.04858297699230363,0.08084075945057845,0.6273333667343955,-0.11228252806110739,0.4769044482905764,0.10897709726078775,0.11375731345425541,0.9679921387419385,-0.08491095360346457
2016-06-30,0.06459489282944486,0.08129524078061828,0.8115526443428402,-0.1122825280611075,0.4665148609132243,0.11524336231181742,0.11302780525660662,1.0238439621321016,-0.08491095360346457
2016-07-31,0.059830583465105835,0.07972394507072421,0.7694949621239338,-0.11228252806110706,0.4556445123016256,0.10984240729109662,0.11141853530815582,0.9931413061181491,-0.08491095360346446
2016-08-31,0.0648920320314641,0.078447575721897,0.8417982460319613,-0.11228252806110695,0.44678635620627816,0.12161254159622925,0.1090856681118477,1.1096873515865209,-0.08491095360346457
2016-09-30,0.0516076753728445,0.07563630380993237,0.7035865250511816,-0.11228252806110728,0.4298169506397167,0.11004607204037553,0.10846803607800756,1.0189325586900013,-0.08491095360346446
2016-10-31,0.030740496497376757,0.07546353107922756,0.43856131044954344,-0.11228252806110739,0.4275815349868158,0.08706656473922347,0.10722189412454601,0.8329165631144795,-0.08491095360346457
2016-11-30,0.022042287906062885,0.07514741222510847,0.3270617926180567,-0.11228252806110706,0.40412371854983725,0.08959490882301391,0.10781194653729899,0.8506222316919202,-0.08491095360346446
2016-12-31,0.021121772301063713,0.07497937101656028,0.3155920144417252,-0.11228252806110695,0.4027173525163424,0.08758930282356081,0.10753220914854343,0.8353060061017379,-0.08491095360346446
2017-01-31,0.04095359920392805,0.0730843600279082,0.5857510495705684,-0.11228252806110728,0.38311402806630945,0.10720323382148211,0.10462943395507071,1.0277853222765836,-0.08491095360346446
2017-02-28,0.03526833584148492,0.07075217266666524,0.5251651072472652,-0.11228252806110761,0.3644471525590847,0.10500163295039333,0.10394330529415136,1.0146087538353845,-0.08491095360346435
2017-03-31,0.040759853849361205,0.0708947106196775,0.5991166106755751,-0.11228252806110717,0.3614178744160236,0.10242195587103464,0.1040343152495335,0.9911476482243806,-0.08491095360346446
2017-04-30,0.042417147527439525,0.0710915398073401,0.6201086620250773,-0.11228252806110728,0.3621962412459768,0.10350631103072838,0.10403240413705993,1.0006958127334016,-0.08491095360346435
2017-05-31,0.04155112367543623,0.07085083280731994,0.6102129248134613,-0.11228252806110717,0.3578372352076716,0.10022754091390529,0.10372896060112025,0.9744013094152876,-0.08491095360346435
2017-06-30,0.035764257497998386,0.07051282896413301,0.5335327003005067,-0.11228252806110761,0.3548251526064768,0.09507616442928923,0.103479390790496,0.9307864492862067,-0.08491095360346457
2017-07-31,0.046385543233412596,0.07163868847900838,0.6691319201148486,-0.11228252806110761,0.3620324002442989,0.10751121970085764,0.10292149126095353,1.0459209618221952,-0.08491095360346446
2017-08-31,0.03848924827429068,0.06962521102799694,0.577348613160974,-0.11228252806110728,0.34161904905802853,0.09437656310599474,0.1013601424008442,0.941846836600234,-0.08491095360346446
2017-09-30,0.0512392854077266,0.06712480261901578,0.7788256800916012,-0.11228252806110706,0.323530975240203,0.10679157797997063,0.10075548170509278,1.0598032919139786,-0.08491095360346446
2017-10-31,0.04447325307664807,0.0640049953227685,0.7124911005732939,-0.11228252806110728,0.31362564079176597,0.10679645900754942,0.10075615719686125,1.0598409874846655,-0.08491095360346446
2017-11-30,0.042576282003246035,0.06359432103106717,0.6880070422613671,-0.11228252806110728,0.31000144421096987,0.10790619731837037,0.10096729509891146,1.0678382667064,-0.08491095360346457
2017-12-31,0.04591638594737235,0.06394025043550097,0.7348300218220037,-0.11228252806110717,0.3131989068225716,0.11330921049179277,0.1007483334370956,1.1186776873335547,-0.08491095360346446
2018-01-31,0.055785865487320896,0.06884459382798246,0.8239202791056621,-0.11228252806110728,0.4038509181030219,0.1452678323906953,0.10155817325928235,1.3919866395034444,-0.08491095360346446
2018-02-28,0.04206196222054781,0.07148139776695477,0.612285296087361,-0.10532529246475619,0.4457389263815889,0.11078310286881932,0.10173713643657284,1.086256698087564,-0.08491095360346435
2018-03-31,0.03860100609550998,0.07224360948811025,0.560361136867596,-0.10324943590497604,0.4513039722132729,0.10636248722676656,0.10293729893454136,1.0356886249707937,-0.08491095360346435
2018-04-30,0.04043322118957149,0.07216531762660003,0.5854010475350456,-0.10200831936774246,0.4513692272295008,0.10465598140894028,0.10295778543569435,1.0203771865704816,-0.08491095360346446
2018-05-31,0.048289681067304135,0.07283121846920365,0.6843692066611863,-0.09548983933753419,0.45750839859712067,0.10880413531857513,0.10332589157726323,1.0536904571206989,-0.08491095360346446
2018-06-30,0.05915447481822578,0.07095481000850473,0.8465748511396339,-0.09548983933753419,0.4426933239767162,0.1185509028324021,0.10187004936690833,1.154031250268472,-0.08491095360346457
2018-07-31,0.05893818563583775,0.07092029981566322,0.8440596792263925,-0.04624583296531837,0.43944129220170713,0.12379751793099558,0.10282993532764999,1.1901228640310146,-0.06698020654089676
2018-08-31,0.08848258839867906,0.06289072711998113,1.3833884928348863,-0.04624583296531837,0.37093102214153734,0.15968626586269385,0.09443541633375153,1.623722814516456,-0.06698020654089676
2018-09-30,0.08855293288733046,0.06288521367132192,1.3845395368797524,-0.04624583296531837,0.38593630944862894,0.17203448680630262,0.09177062707388672,1.785146590405173,-0.06698020654089665
2018-10-31,0.071223811985766,0.07124744777272828,1.003233891281149,-0.05175362856783028,0.5861789623165633,0.11366923638288151,0.09378340645792449,1.198891143424875,-0.06910403046902924
2018-11-30,0.07565162173769235,0.07120964803663705,1.0620102202301105,-0.05175362856783028,0.5855152731038984,0.1191510042036239,0.09386643641869549,1.250720782173943,-0.06910403046902924
2018-12-31,0.059013451084875435,0.07753217390757587,0.7792839282015595,-0.08592666899351364,0.5807998804163266,0.09161544243739206,0.1085982014764036,0.8638444852104099,-0.13532121648201956
2019-01-31,0.07645538157572229,0.07303576785053777,1.0475864933110974,-0.08592666899351376,0.49088639212182855,0.13923347311348233,0.11083743120487033,1.2369124030446326,-0.13532121648201945
2019-02-28,0.07275898575962647,0.07317394231633173,0.9984414488768967,-0.08592666899351353,0.48361016909262006,0.15172973767244513,0.11123858926657852,1.3320629279276663,-0.13532121648201945
2019-03-31,0.08123639097356272,0.0734776011345487,1.1024159623119691,-0.08592666899351376,0.5465682578791325,0.13376551440218432,0.10643441721187287,1.2382113544612536,-0.13532121648201945
2019-04-30,0.0882152526866169,0.07338635238211771,1.191981125722053,-0.08592666899351353,0.5387285375483922,0.14749335760656712,0.10772281318928287,1.3376181166059298,-0.13532121648201945
2019-05-31,0.07696411423940219,0.07664034700076024,1.007994195369271,-0.08592666899351353,0.5373006096576313,0.11626901155224778,0.11619935618766394,1.0083047263581568,-0.13532121648201956
2019-06-30,0.06957959059313823,0.07536505731068185,0.9319723766065674,-0.08592666899351376,0.5024334763470101,0.14026347533508177,0.1211367589627828,1.1491250051116715,-0.13532121648201956
2019-07-31,0.06503926052062847,0.07460642997761714,0.8833792329726273,-0.08592666899351376,0.4988775619626096,0.13237914888140412,0.1202577900217161,1.0983409919763127,-0.13532121648201945
2019-08-31,0.07763589223497114,0.07513258768197004,1.0351150685580675,-0.08592666899351376,0.4743885035867472,0.1255743728021672,0.12120195341040127,1.0404425816746423,-0.13532121648201956
2019-09-30,0.07738079204984816,0.07514772934794497,1.0317503454099148,-0.08592666899351376,0.4727304437203356,0.13280598311104996,0.12114596245226696,1.0943017120759664,-0.13532121648201945
2019-10-31,0.09366477820938224,0.07294284427653111,1.267834575222442,-0.08592666899351364,0.46112396095166247,0.14776374197097875,0.12011333116056093,1.2131672532508309,-0.13532121648201945
2019-11-30,0.10169108207418276,0.07245876296780315,1.3775526089157308,-0.08592666899351353,0.4743004474958502,0.14752750146469817,0.12006877025205714,1.2118404691043994,-0.13532121648201945
2019-12-31,0.10278996601022405,0.07256215982577598,1.3895427647724508,-0.08592666899351353,0.47424117662403104,0.1508112039647116,0.12037979212080435,1.2330317977389045,-0.13532121648201956
2020-01-31,0.09676811679150132,0.07194045052525844,1.3242216957384578,-0.08592666899351353,0.47079943038880046,0.14387343520551865,0.12055529754867703,1.1806412961969628,-0.13532121648201934
2020-02-29,0.07484307478646568,0.07571011932033038,0.993355857366545,-0.08592666899351353,0.4717905047845994,0.09864993249379439,0.13031815922905804,0.7891977378501566,-0.13532121648201945
2020-03-31,0.08412980735152198,0.07804315740176757,1.0767959232071629,-0.08592666899351376,0.28514863234754706,0.0504348203185061,0.15138736892396493,0.4016604376626916,-0.19447716691830186
2020-04-30,0.08694449384573555,0.07843566674396567,1.1050737907090402,-0.08592666899351353,0.25673323277185306,0.0895448137906214,0.16696000420264656,0.5979004345946657,-0.19447716691830175
2020-05-31,0.07712529758804965,0.07827606691678433,0.9904534781143094,-0.08592666899351364,0.24535145578795775,0.10142379563251658,0.16847457581785252,0.6588710032568194,-0.19447716691830186
2020-06-30,0.08556355324836695,0.07870302779002981,1.085309956470443,-0.08592666899351353,0.24649575751913758,0.10555239433854413,0.16853575120455944,0.6810987353360675,-0.19447716691830175
2020-07-31,0.09916244957976073,0.08499524262960723,1.1581701266138207,-0.08592666899351353,0.27083317519109684,0.11922625816760113,0.17083062714236227,0.7467561720600016,-0.19447716691830186
2020-08-31,0.10959131928029797,0.08682957568391127,1.2451106640501735,-0.08592666899351353,0.2807907101477352,0.14357126751507265,0.17412731232096965,0.8606454860258276,-0.19447716691830186
2020-09-30,0.09554449069375326,0.08964622852953257,1.0654086788994868,-0.08592666899351353,0.29417929385524855,0.12163268850474807,0.1764183356340758,0.7406492765400998,-0.19447716691830175
2020-10-31,0.07949782363111035,0.09059997146709554,0.8910800814622253,-0.08592666899351376,0.29904090391819954,0.10363055942498423,0.17744268041804276,0.6452688600002434,-0.19447716691830175
2020-11-30,0.09720511562169287,0.09667126636223705,1.010135560955881,-0.08592666899351364,0.32664533371485355,0.1308712406177739,0.18615158129767434,0.755129226930109,-0.19447716691830175
2020-12-31,0.10526369094198551,0.09810574046132452,1.071932541394426,-0.08592666899351364,0.3318467439576193,0.1400773560068671,0.18672572137858684,0.7972935773487193,-0.19447716691830175
2021-01-31,0.08522489475490813,0.09504030379713527,0.90954409281684,-0.08592666899351364,0.32024088884840984,0.11561506796009668,0.185302546420493,0.6837040801533306,-0.19447716691830175
